features,label
"[-478.90362548828125, 87.04473876953125, -23.237680435180664, 16.559616088867188, 2.2739834785461426, -11.735125541687012, -0.9232074022293091, -4.963805198669434, -15.810333251953125, -1.255884051322937, -6.643625259399414, -1.297863483428955, -5.3743438720703125, -5.97926139831543, 3.3147659301757812, -2.410501003265381, -6.891345500946045, -3.0383267402648926, -5.390990257263184, -3.456233024597168, -8.176136016845703, -0.33936432003974915, -9.270606994628906, -1.6772704124450684, -4.7844696044921875, -3.718519926071167, -5.9747490882873535, 0.808923602104187, -5.54925012588501, -2.1509413719177246, -5.178067684173584, -3.349134683609009, -0.1485014408826828, -0.41856300830841064, 4.422524452209473, 6.4887776374816895, 6.587261199951172, 13.197994232177734, 13.312076568603516, 18.95005226135254]",neutral
"[-537.7326049804688, 53.36482238769531, -15.945167541503906, 8.363299369812012, -10.748188018798828, -25.828659057617188, -19.195707321166992, -17.626943588256836, -12.81503677368164, 0.3823234438896179, -20.191879272460938, -7.935360908508301, -4.127526760101318, -11.691986083984375, -7.993871212005615, -6.911415100097656, -2.7896945476531982, 10.716626167297363, 16.711952209472656, 22.0688419342041, 19.667375564575195, 10.186091423034668, 3.476853609085083, -6.244765281677246, -7.081870079040527, 0.7340590357780457, -3.3093106746673584, -1.6267399787902832, -8.803223609924316, -8.421863555908203, -6.968694686889648, 0.503061830997467, -6.371834754943848, -5.982635974884033, -6.14813232421875, 2.5110092163085938, 2.101168155670166, 1.220461130142212, 3.1027579307556152, 10.555232048034668]",neutral
"[-440.5760803222656, 93.5311279296875, -20.61595916748047, 11.732271194458008, -0.4796208441257477, -10.706889152526855, -4.796534538269043, -12.000326156616211, -22.587818145751953, -3.333430528640747, -5.84895133972168, -11.783280372619629, 7.693930149078369, -7.6288018226623535, -11.229588508605957, 3.051578998565674, -11.992812156677246, -5.3682098388671875, -5.137625217437744, -6.561235427856445, -5.784160137176514, -5.383517742156982, -8.107100486755371, -1.5336031913757324, -7.0695695877075195, 2.5024263858795166, -8.228829383850098, -1.7899143695831299, -8.931483268737793, -1.8842861652374268, -10.931074142456055, -1.0927238464355469, -2.0473647117614746, 0.7792117595672607, 0.968146800994873, 3.1797757148742676, 7.226922988891602, 12.304903030395508, 18.376754760742188, 23.77034568786621]",neutral
"[-499.28997802734375, 80.53852081298828, -21.42789077758789, 24.983627319335938, -5.78275728225708, -9.645360946655273, -10.476457595825195, -3.909862518310547, -25.979494094848633, -5.036181449890137, 6.368137836456299, -11.999856948852539, -2.7398924827575684, -2.931283712387085, -4.702528953552246, 2.5170254707336426, -4.657503604888916, -3.501218795776367, 4.044203758239746, -6.400334358215332, -9.919815063476562, 1.5893592834472656, -7.96450662612915, -8.266688346862793, 4.002974510192871, -5.495804786682129, -5.323972702026367, 2.7120659351348877, -6.4134674072265625, -4.562427520751953, -2.2830703258514404, -6.579610824584961, -1.758849859237671, 0.5881387591362, -0.3459527790546417, 6.683667182922363, 3.3017776012420654, 12.306747436523438, 16.68235206604004, 21.155506134033203]",neutral
"[-509.31207275390625, 20.562978744506836, -27.45834732055664, 2.5366971492767334, -23.27134895324707, -26.455184936523438, -6.808876037597656, -33.71843719482422, -11.013574600219727, -1.1443105936050415, -18.363025665283203, -5.815062522888184, -15.596428871154785, -3.9484939575195312, -15.37900161743164, -11.202625274658203, 3.4561328887939453, 7.661078929901123, 20.175983428955078, 26.96941375732422, 21.988866806030273, 11.91474437713623, -0.16312925517559052, -2.0546905994415283, -9.384757995605469, 3.9826583862304688, -3.887392520904541, -0.4006165862083435, -11.063395500183105, -5.971012115478516, -7.058732032775879, 1.423445224761963, -3.51629376411438, -8.475401878356934, -3.724386215209961, 0.7412371039390564, 0.30322813987731934, -0.16692018508911133, 0.08311497420072556, 9.682588577270508]",neutral
"[-457.926513671875, 99.86691284179688, -16.33553695678711, 7.303340911865234, 4.551628589630127, -18.355770111083984, -15.592124938964844, -1.3805011510849, -35.52077102661133, -14.327116966247559, 5.892153263092041, -13.708807945251465, -5.450122833251953, -6.368189334869385, -6.9861531257629395, -2.639435291290283, -11.265130996704102, -7.748045921325684, -4.924063682556152, -6.797874927520752, -10.37281608581543, -9.189339637756348, -3.8555972576141357, -14.88625717163086, -6.806839466094971, -6.801922798156738, -7.4591851234436035, -4.18711519241333, -8.875021934509277, -0.11594504117965698, -8.31592082977295, -7.402356147766113, -3.179842948913574, -0.964110791683197, -2.3966448307037354, 4.283987998962402, 6.057666778564453, 10.987943649291992, 11.438797950744629, 21.821386337280273]",neutral
"[-444.3409729003906, 26.37635612487793, -17.371536254882812, -9.47947883605957, -22.008563995361328, -23.986547470092773, -10.614982604980469, -16.33692169189453, -31.819486618041992, -2.0203213691711426, -8.318257331848145, -21.056697845458984, -5.109074115753174, -8.377835273742676, -3.5124099254608154, -14.20620059967041, -3.310922384262085, 16.064924240112305, 17.79366683959961, 32.98227310180664, 21.797855377197266, 12.261731147766113, -3.3311657905578613, 3.087806463241577, -13.953688621520996, 7.745914936065674, 0.0938686653971672, 1.4354745149612427, -9.473466873168945, 0.6626343727111816, -6.531367301940918, 0.34776434302330017, -7.060238838195801, -2.7673823833465576, -3.926910161972046, 4.834359169006348, 2.282585382461548, 1.541296362876892, 0.739605724811554, 12.690200805664062]",neutral
"[-484.205078125, 89.79086303710938, -25.138063430786133, 10.871539115905762, 18.781938552856445, -14.413870811462402, -5.743652820587158, -13.935388565063477, -13.226678848266602, -8.428065299987793, 7.403711318969727, -8.021912574768066, 0.9169045090675354, -5.789341926574707, -4.172375679016113, 6.0574951171875, -14.552111625671387, -0.865703284740448, -6.716400623321533, -1.1517443656921387, -8.413836479187012, -4.1442036628723145, -8.424304962158203, -3.2385873794555664, -5.057834625244141, -0.4929145276546478, -8.77790355682373, -1.6548534631729126, -5.623307704925537, -3.4999136924743652, -6.318975925445557, -2.8798813819885254, -7.117549896240234, -3.103904962539673, -1.8742029666900635, 1.83278226852417, 8.458134651184082, 15.201324462890625, 15.57405948638916, 23.35301399230957]",neutral
"[-543.4187622070312, 48.81770706176758, -19.27971649169922, -9.205657005310059, -27.51335334777832, -22.01318359375, -16.99681854248047, -18.85769271850586, -22.589025497436523, -7.3499836921691895, -6.709976673126221, -2.9235732555389404, -13.715303421020508, -2.8255786895751953, -0.1421276330947876, -11.645888328552246, 5.020595073699951, 9.900293350219727, 13.186034202575684, 20.230731964111328, 19.485280990600586, 8.373579978942871, 2.0318398475646973, -3.739931583404541, -3.851367950439453, -0.23723062872886658, -1.554860234260559, -2.0592470169067383, -7.345255374908447, -5.546363353729248, -4.9392409324646, -1.9279342889785767, -2.404383420944214, -1.5717592239379883, -1.8904978036880493, 2.7248098850250244, 1.819744348526001, 1.5385509729385376, -0.7026264071464539, 7.749927520751953]",neutral
"[-503.4163513183594, 70.97685241699219, -17.06257438659668, 19.894681930541992, -2.7487385272979736, -3.625181198120117, -14.870342254638672, -11.111701011657715, -24.420570373535156, -8.982282638549805, -2.689767599105835, -9.265316009521484, -4.94171142578125, -9.916023254394531, -4.503339767456055, 2.269721508026123, -14.986351013183594, -7.544769763946533, -3.9535770416259766, -9.886311531066895, -13.07475757598877, -3.843893051147461, -9.382899284362793, -9.620026588439941, -4.033867835998535, -6.078210353851318, -7.315044403076172, -3.6177735328674316, -10.057562828063965, -3.877790927886963, -8.176913261413574, -6.345235347747803, -3.430158853530884, -4.1850762367248535, -1.8782302141189575, 2.468095064163208, 3.9421939849853516, 8.56020450592041, 11.640668869018555, 14.357305526733398]",neutral
"[-441.9900207519531, 34.18409729003906, -40.447410583496094, 8.833975791931152, -26.823326110839844, -12.860933303833008, -7.666500091552734, -27.099716186523438, -13.091486930847168, -4.609419345855713, -11.874173164367676, -7.877618789672852, -13.472919464111328, 8.148760795593262, -17.558135986328125, -5.772921085357666, 1.055056095123291, 8.813085556030273, 17.78883171081543, 31.265878677368164, 19.930458068847656, 11.483327865600586, 1.495788812637329, -9.223349571228027, -4.33451509475708, 0.5134633779525757, -0.15094251930713654, -2.2124528884887695, -6.047057151794434, -8.763508796691895, -5.768889427185059, 1.2326964139938354, -3.0246715545654297, -5.907895088195801, -4.948896408081055, 2.910551071166992, -1.1474779844284058, 2.0358529090881348, 1.3437384366989136, 10.742512702941895]",neutral
"[-448.7080383300781, 75.0484848022461, -26.137210845947266, 17.171817779541016, -3.920903444290161, -12.098499298095703, -26.6256160736084, -17.694231033325195, -18.758731842041016, -14.923523902893066, -2.6827032566070557, -14.350574493408203, -9.229303359985352, -3.7454020977020264, -14.933270454406738, -1.7191932201385498, -11.67164134979248, -5.995110511779785, -5.10268497467041, -10.924393653869629, -10.749451637268066, -5.29718017578125, -8.184694290161133, -5.9812140464782715, -6.150002956390381, -3.9654479026794434, -6.349781513214111, -4.679515361785889, -4.276632308959961, -7.387195587158203, -6.274845600128174, -4.07195520401001, -6.629180908203125, -1.2269126176834106, -2.6028807163238525, 0.34576529264450073, 0.16585159301757812, 9.167726516723633, 14.724401473999023, 20.723012924194336]",neutral
"[-506.7983093261719, 42.06554412841797, -33.31465530395508, 9.692145347595215, -22.466001510620117, -24.25168228149414, -17.141860961914062, -32.692596435546875, -8.094014167785645, -8.339966773986816, -18.391427993774414, -13.548707962036133, -14.606145858764648, -3.547344207763672, -22.138198852539062, -5.000009536743164, -8.700311660766602, 3.9359054565429688, 18.260719299316406, 25.22845458984375, 21.48968505859375, 17.18792724609375, -0.4076702892780304, -3.3298139572143555, -10.6913480758667, 0.3185787498950958, -3.17414927482605, -2.9766244888305664, -7.004959583282471, -9.505818367004395, -2.8143136501312256, 1.150626540184021, -1.1688649654388428, -6.406596660614014, -7.020392417907715, 0.7706781029701233, 2.3587441444396973, 3.097710132598877, 1.4249831438064575, 11.166169166564941]",neutral
"[-552.2157592773438, 83.25491333007812, -7.963446617126465, 29.057056427001953, -0.2597694396972656, -15.027178764343262, -8.14101791381836, -14.465463638305664, -12.680235862731934, -1.642156958580017, -5.198809623718262, -7.744324207305908, -2.1967880725860596, -3.5824944972991943, -5.400212287902832, 3.221320152282715, -12.088187217712402, 1.6866250038146973, -2.517683744430542, -9.256488800048828, -5.662530899047852, -1.7144055366516113, -10.176957130432129, -0.5054987072944641, -1.8417882919311523, -2.3947417736053467, -3.182281017303467, -1.2491605281829834, -5.946829795837402, -2.3502986431121826, -5.3466949462890625, -0.14147134125232697, -2.3464457988739014, 3.334144115447998, 2.599215269088745, 5.416941165924072, 5.875789642333984, 11.492695808410645, 12.858283042907715, 17.859420776367188]",neutral
"[-518.627197265625, 43.43425369262695, -31.453039169311523, 9.7601318359375, -18.595746994018555, -33.849571228027344, -12.305874824523926, -25.69392204284668, -17.54422378540039, 3.606386184692383, -14.12182903289795, -8.750741004943848, -11.368735313415527, -7.398256778717041, -16.64029312133789, -11.832062721252441, -5.9703145027160645, 6.865870952606201, 22.950117111206055, 27.875261306762695, 30.499406814575195, 15.562190055847168, 1.3896806240081787, -2.667820930480957, -9.864324569702148, 5.38679313659668, 0.20177671313285828, -3.252078056335449, -10.273843765258789, -5.314142227172852, -4.73585319519043, 6.1976776123046875, -4.108860015869141, -3.4148409366607666, -4.19202995300293, 5.0097222328186035, 5.075659275054932, 0.6642148494720459, 4.048534870147705, 18.93537712097168]",neutral
"[-525.726806640625, 75.68311309814453, -29.992815017700195, 17.266340255737305, 4.448078155517578, -25.941186904907227, -15.250255584716797, -22.576818466186523, -16.191606521606445, -5.011424541473389, -13.065288543701172, -6.368583679199219, 0.48605939745903015, -17.588825225830078, -4.6477460861206055, -3.5092194080352783, -22.560209274291992, 1.2460031509399414, -11.3275146484375, -10.787757873535156, -8.876723289489746, -4.537266254425049, -10.519193649291992, -8.0811767578125, -8.454394340515137, -1.6602874994277954, -9.347911834716797, -2.966820240020752, -7.224113941192627, -4.456052780151367, -9.685989379882812, -0.020436324179172516, -4.4774556159973145, 1.9908205270767212, 2.0445568561553955, 4.524234771728516, 2.944552421569824, 8.67629623413086, 15.165581703186035, 18.155258178710938]",neutral
"[-504.5173034667969, 34.3355827331543, -23.850740432739258, -1.3545058965682983, -16.202423095703125, -30.4760799407959, 0.0710139349102974, -37.12289810180664, -6.367264747619629, -5.580145359039307, -7.849730014801025, -10.662901878356934, -8.203070640563965, -2.762146472930908, -6.814290523529053, -8.896824836730957, 3.7157208919525146, 15.80760383605957, 27.470752716064453, 40.591217041015625, 27.66806411743164, 20.310888290405273, 1.7160507440567017, -1.2486426830291748, -3.9441425800323486, 5.887852191925049, 2.1585006713867188, -1.2583568096160889, -7.6592864990234375, -5.407562732696533, -3.666257858276367, 3.0090270042419434, -0.9660472869873047, -1.4861196279525757, -2.2744369506835938, 2.221940040588379, 2.6946017742156982, 2.965184450149536, 6.442524433135986, 15.089873313903809]",neutral
"[-547.2744140625, 98.38516998291016, -11.944531440734863, 6.33986234664917, -0.2926321029663086, -8.710660934448242, -13.127514839172363, -20.29351234436035, -18.266279220581055, -1.4863632917404175, -18.09842300415039, -18.22246551513672, 2.9039394855499268, -5.392660617828369, -16.80497932434082, -2.1359775066375732, -2.452052593231201, -5.993638038635254, -7.006343841552734, -4.384452819824219, -11.174661636352539, -5.320056438446045, -8.975723266601562, -6.480283737182617, -7.651327133178711, -4.015356540679932, -11.768974304199219, -4.8115339279174805, -7.875009059906006, -3.5298259258270264, -5.97854471206665, -6.054531097412109, -6.08969259262085, -4.421104907989502, -1.5876356363296509, 1.2312798500061035, 5.160170078277588, 13.171295166015625, 16.8388671875, 20.929840087890625]",neutral
"[-410.8455505371094, 44.948299407958984, -16.73297119140625, 4.960587978363037, -13.1863431930542, -26.471607208251953, -14.069355010986328, -35.10771560668945, -19.288330078125, -3.7941672801971436, -11.98629093170166, -18.414106369018555, -2.2623424530029297, -14.466740608215332, -0.5391562581062317, -3.93891978263855, -2.5555479526519775, 16.72966194152832, 22.528478622436523, 22.93308448791504, 28.921852111816406, 11.564995765686035, -2.1391983032226562, 1.3013373613357544, -9.151812553405762, 4.457725524902344, 0.604026198387146, 2.445054769515991, -7.171061038970947, -9.146598815917969, -0.3704564869403839, -3.1150431632995605, -0.5430628061294556, -5.973104476928711, -6.789303779602051, 0.2910916209220886, 1.1953641176223755, 2.5348782539367676, 3.1884350776672363, 15.439986228942871]",neutral
